filepath,line_number,start_index,end_index,name,rules_violated
tdd/transformations/MailerProg.py,48,28,31,len,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,49,16,20,mime,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,49,23,45,__remove_newline_chars,Consecutice Underscores:External Underscores:Number Of Words
tdd/transformations/MailerProg.py,49,46,50,mime,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,50,17,21,line,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,50,22,32,startswith,Number Of Words
tdd/transformations/MailerProg.py,51,16,28,reading_body,Number Of Words
tdd/transformations/MailerProg.py,53,11,14,Msg,Capitalization Anomaly:Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,15,17,to,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,18,20,to,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,22,27,ffrom,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,28,33,ffrom,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,35,37,cc,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,38,40,cc,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,42,48,tstamp,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,49,55,tstamp,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,57,61,mime,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,62,66,mime,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,68,72,body,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,53,73,77,body,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,55,4,26,__remove_newline_chars,Consecutice Underscores:External Underscores:Number Of Words
tdd/transformations/MailerProg.py,55,27,28,s,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,56,4,5,s,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,56,8,9,s,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,56,10,17,replace,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,57,4,5,s,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,57,8,9,s,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,57,10,17,replace,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,58,11,12,s,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,60,6,9,Msg,Capitalization Anomaly:Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,60,10,16,object,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,61,8,16,__init__,Consecutice Underscores:External Underscores:Number Of Words
tdd/transformations/MailerProg.py,61,17,21,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,61,23,28,ffrom,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,61,33,35,to,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,61,40,42,cc,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,61,47,53,tstamp,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,61,58,62,mime,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,61,67,71,body,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,62,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,62,13,18,ffrom,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,62,21,26,ffrom,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,63,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,63,13,15,to,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,64,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,64,13,15,cc,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,65,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,65,13,19,tstamp,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,65,22,28,tstamp,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,66,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,66,13,17,mime,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,66,20,24,mime,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,67,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,67,13,17,body,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,67,20,24,body,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,68,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,68,13,15,to,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,68,18,20,re,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,68,21,26,split,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,68,35,37,to,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,69,17,21,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,69,22,24,to,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,70,12,16,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,70,17,19,to,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,70,20,26,remove,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,71,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,71,13,15,cc,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,71,18,20,re,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,71,21,26,split,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,71,35,37,cc,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,72,17,21,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,72,22,24,cc,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,73,12,16,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,73,17,19,cc,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,73,20,26,remove,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,75,8,15,__str__,Consecutice Underscores:External Underscores:Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,75,16,20,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,15,19,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,20,25,ffrom,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,27,31,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,32,34,to,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,36,40,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,41,43,cc,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,45,49,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,50,54,mime,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,56,60,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,61,67,tstamp,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,69,73,self,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,82,74,78,body,Number Of Words:Short Identifier Name
tdd/transformations/MailerProg.py,87,17,25,__name__,Consecutice Underscores:External Underscores:Number Of Words
tdd/transformations/MailerProg.py,88,10,24,find_msg_files,Number Of Words
tdd/transformations/Msg2Xml.py,0,5,8,xml,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,0,9,14,etree,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,0,15,26,ElementTree,Capitalization Anomaly
tdd/transformations/Msg2Xml.py,0,34,41,Element,Capitalization Anomaly:Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,0,43,53,SubElement,Capitalization Anomaly
tdd/transformations/Msg2Xml.py,0,55,62,Comment,Capitalization Anomaly:Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,0,64,72,tostring,Number Of Words
tdd/transformations/Msg2Xml.py,2,0,3,top,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,2,6,13,Element,Capitalization Anomaly:Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,4,0,7,comment,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,4,10,17,Comment,Capitalization Anomaly:Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,5,0,3,top,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,5,4,10,append,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,5,11,18,comment,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,7,0,5,child,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,7,8,18,SubElement,Capitalization Anomaly
tdd/transformations/Msg2Xml.py,7,19,22,top,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,8,0,5,child,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,8,6,10,text,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,10,0,15,child_with_tail,Number Of Words
tdd/transformations/Msg2Xml.py,10,18,28,SubElement,Capitalization Anomaly
tdd/transformations/Msg2Xml.py,10,29,32,top,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,11,0,15,child_with_tail,Number Of Words
tdd/transformations/Msg2Xml.py,11,16,20,text,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,12,0,15,child_with_tail,Number Of Words
tdd/transformations/Msg2Xml.py,12,16,20,tail,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,14,0,21,child_with_entity_ref,Number Of Words
tdd/transformations/Msg2Xml.py,14,24,34,SubElement,Capitalization Anomaly
tdd/transformations/Msg2Xml.py,14,35,38,top,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,15,0,21,child_with_entity_ref,Number Of Words
tdd/transformations/Msg2Xml.py,15,22,26,text,Number Of Words:Short Identifier Name
tdd/transformations/Msg2Xml.py,17,6,14,tostring,Number Of Words
tdd/transformations/Msg2Xml.py,17,15,18,top,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,0,7,15,unittest,Number Of Words
tdd/transformations/TestMailerProg.py,1,7,17,MailerProg,Capitalization Anomaly
tdd/transformations/TestMailerProg.py,2,7,9,os,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,4,6,20,TestMailerProg,Capitalization Anomaly
tdd/transformations/TestMailerProg.py,4,21,29,unittest,Number Of Words
tdd/transformations/TestMailerProg.py,4,30,38,TestCase,Capitalization Anomaly
tdd/transformations/TestMailerProg.py,6,8,13,setUp,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,6,14,18,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,7,8,13,super,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,7,14,28,TestMailerProg,Capitalization Anomaly
tdd/transformations/TestMailerProg.py,7,30,34,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,7,36,41,setUp,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,9,8,16,tearDown,Number Of Words
tdd/transformations/TestMailerProg.py,9,17,21,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,10,8,13,super,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,10,14,28,TestMailerProg,Capitalization Anomaly
tdd/transformations/TestMailerProg.py,10,30,34,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,10,36,44,tearDown,Number Of Words
tdd/transformations/TestMailerProg.py,12,8,27,test_find_msg_files,Number Of Words
tdd/transformations/TestMailerProg.py,12,28,32,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,13,8,11,fqn,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,13,14,16,os,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,13,17,21,path,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,13,22,29,abspath,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,13,30,38,__file__,Consecutice Underscores:External Underscores:Number Of Words
tdd/transformations/TestMailerProg.py,14,8,17,msg_files,Number Of Words
tdd/transformations/TestMailerProg.py,14,20,30,MailerProg,Capitalization Anomaly
tdd/transformations/TestMailerProg.py,14,31,45,find_msg_files,Number Of Words
tdd/transformations/TestMailerProg.py,14,46,49,fqn,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,14,52,55,fqn,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,14,56,61,rfind,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,15,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,15,13,24,assertEqual,Number Of Words
tdd/transformations/TestMailerProg.py,15,28,31,len,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,15,32,41,msg_files,Number Of Words
tdd/transformations/TestMailerProg.py,16,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,16,13,23,assertTrue,Number Of Words
tdd/transformations/TestMailerProg.py,16,40,49,msg_files,Number Of Words
tdd/transformations/TestMailerProg.py,17,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,17,13,23,assertTrue,Number Of Words
tdd/transformations/TestMailerProg.py,17,40,49,msg_files,Number Of Words
tdd/transformations/TestMailerProg.py,18,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,18,13,23,assertTrue,Number Of Words
tdd/transformations/TestMailerProg.py,18,40,49,msg_files,Number Of Words
tdd/transformations/TestMailerProg.py,19,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,19,13,23,assertTrue,Number Of Words
tdd/transformations/TestMailerProg.py,19,40,49,msg_files,Number Of Words
tdd/transformations/TestMailerProg.py,20,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,20,13,23,assertTrue,Number Of Words
tdd/transformations/TestMailerProg.py,20,40,49,msg_files,Number Of Words
tdd/transformations/TestMailerProg.py,22,8,27,test_parse_msg_file,Number Of Words
tdd/transformations/TestMailerProg.py,22,28,32,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,23,8,11,fqn,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,23,14,16,os,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,23,17,21,path,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,23,22,29,abspath,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,23,30,38,__file__,Consecutice Underscores:External Underscores:Number Of Words
tdd/transformations/TestMailerProg.py,24,8,16,curr_dir,Number Of Words
tdd/transformations/TestMailerProg.py,24,19,22,fqn,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,24,25,28,fqn,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,24,29,34,rfind,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,25,8,11,msg,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,25,14,24,MailerProg,Capitalization Anomaly
tdd/transformations/TestMailerProg.py,25,25,39,parse_msg_file,Number Of Words
tdd/transformations/TestMailerProg.py,25,40,42,os,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,25,43,47,path,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,25,48,52,join,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,25,53,61,curr_dir,Number Of Words
tdd/transformations/TestMailerProg.py,26,8,12,self,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,26,13,24,assertEqual,Number Of Words
tdd/transformations/TestMailerProg.py,26,25,28,msg,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,26,29,31,to,Number Of Words:Short Identifier Name
tdd/transformations/TestMailerProg.py,29,3,11,__name__,Consecutice Underscores:External Underscores:Number Of Words
tdd/transformations/TestMailerProg.py,30,4,12,unittest,Number Of Words
tdd/transformations/TestMailerProg.py,30,13,17,main,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,0,7,14,urllib2,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,2,0,7,servers,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,4,4,10,server,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,4,14,21,servers,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,6,8,14,urllib,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,6,15,22,urlopen,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,6,23,29,server,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,7,11,18,urllib2,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,7,19,28,HTTPError,Capitalization Anomaly:Excessive Words:Number Of Words
tdd/transformations/VerifyServers.py,7,30,31,e,Number Of Words
tdd/transformations/VerifyServers.py,8,8,17,send_mail,Number Of Words
tdd/transformations/VerifyServers.py,8,18,19,e,Number Of Words
tdd/transformations/VerifyServers.py,9,11,18,urllib2,Number Of Words:Short Identifier Name
tdd/transformations/VerifyServers.py,9,19,27,URLError,Capitalization Anomaly
tdd/transformations/VerifyServers.py,9,29,30,e,Number Of Words
tdd/transformations/VerifyServers.py,10,8,17,send_mail,Number Of Words
tdd/transformations/VerifyServers.py,10,18,19,e,Number Of Words
tdd/transformations/VerifyServers.py,12,4,13,send_mail,Number Of Words
tdd/transformations/VerifyServers.py,12,14,15,e,Number Of Words
